,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
train_g,0.4810504615306854,0.45314210653305054,0.44593387842178345,0.44673746824264526,0.4479701817035675,0.44722843170166016,0.44566163420677185,0.4450252652168274,0.4445999264717102,0.44416704773902893,0.4435809254646301,0.4428783357143402,0.44227907061576843,0.4412086606025696,0.4410819411277771,0.44216564297676086
train_d,0.25000476837158203,0.250029981136322,0.24998739361763,0.24996590614318848,0.2499491274356842,0.24990133941173553,0.24982155859470367,0.24969801306724548,0.2495119422674179,0.24923783540725708,0.24883341789245605,0.24823755025863647,0.24742341041564941,0.24630866944789886,0.24483329057693481,0.24281775951385498
