,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
train_g,0.4810504615306854,0.4506639540195465,0.44488075375556946,0.4472292363643646,0.44889459013938904,0.4481006860733032,0.4469539225101471,0.4460221230983734,0.44517436623573303,0.4442100524902344,0.4431428909301758,0.4422129988670349,0.44190359115600586,0.4424308240413666,0.4441870152950287,0.44692111015319824,0.45050832629203796,0.4551919102668762,0.460340678691864,0.4659070074558258,0.47236040234565735,0.4804113805294037,0.4900480806827545,0.5018261075019836,0.5173958539962769,0.5357362627983093,0.5528707504272461,0.5529557466506958,0.36062899231910706,0.26773586869239807,0.25798410177230835,0.25531232357025146,0.2491040974855423,0.2421022206544876,0.23759689927101135,0.23653185367584229,0.23661823570728302,0.23534740507602692,0.23215650022029877,0.22772452235221863,0.22333157062530518,0.21991866827011108,0.21807844936847687,0.2175840437412262,0.21756532788276672,0.21729375422000885,0.21700456738471985,0.2169029414653778,0.21764758229255676,0.23088763654232025,0.23313701152801514,0.22855181992053986
train_d,0.25000476837158203,0.2500510811805725,0.24998775124549866,0.2499663531780243,0.2499789297580719,0.24994708597660065,0.24986548721790314,0.2497493177652359,0.2495533674955368,0.2492469847202301,0.24878455698490143,0.24807113409042358,0.24698027968406677,0.24531152844429016,0.2428039312362671,0.23954473435878754,0.23529134690761566,0.22984522581100464,0.2234092801809311,0.2155553102493286,0.20605254173278809,0.19459684193134308,0.1812976449728012,0.16634111106395721,0.14940351247787476,0.13220852613449097,0.1177792027592659,0.1116093099117279,0.22655484080314636,0.3261694014072418,0.35909077525138855,0.3700260519981384,0.376421183347702,0.38021647930145264,0.38243183493614197,0.386738121509552,0.38776296377182007,0.3862084448337555,0.3830515742301941,0.3791973888874054,0.3726899027824402,0.3644971549510956,0.3588079810142517,0.3524249196052551,0.3454657196998596,0.33818408846855164,0.33032047748565674,0.32206693291664124,0.31352120637893677,0.29982900619506836,0.29152432084083557,0.286901593208313
