,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
train_g,0.4810504615306854,0.453733891248703,0.4460436999797821,0.446393758058548,0.4474177062511444,0.44666606187820435,0.44517889618873596,0.44392016530036926,0.4437180459499359,0.4435863792896271,0.44328099489212036,0.4426605999469757,0.44205406308174133,0.44178929924964905,0.4420211911201477,0.4423958361148834,0.4432545006275177
train_d,0.25000476837158203,0.25002336502075195,0.24998843669891357,0.24996870756149292,0.2499525249004364,0.24991203844547272,0.2498428374528885,0.24974438548088074,0.24959328770637512,0.24937231838703156,0.2490662932395935,0.24862107634544373,0.24798470735549927,0.2471715658903122,0.24620376527309418,0.2447413206100464,0.24275170266628265
