,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
train_g,0.4810504615306854,0.45586952567100525,0.4479405879974365,0.4470304548740387,0.44790035486221313,0.44722649455070496,0.44541552662849426,0.443703830242157,0.44318127632141113,0.4430364966392517,0.4430435597896576,0.4429761469364166,0.44289758801460266,0.44299182295799255,0.4433581829071045,0.44359278678894043,0.4442410171031952,0.4455196261405945
train_d,0.25000476837158203,0.2500229477882385,0.24998772144317627,0.24996767938137054,0.24995063245296478,0.2499062567949295,0.24983368813991547,0.24973368644714355,0.24958157539367676,0.24935951828956604,0.2490416169166565,0.24858173727989197,0.2479410171508789,0.24711361527442932,0.24607664346694946,0.24459725618362427,0.24257878959178925,0.23992373049259186
